path,level,prefLabel,synonym,definition,word_count_in_prefLabel,id
symptom/general symptom/bleeding,2,bleeding,[],"A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.",1,s0767
symptom/general symptom/shakes,2,shakes,['trembling'],Shakes is a general symptom characterized by a condition of trembling.,1,s0768
symptom/general symptom/necrosis,2,necrosis,[],"Necrosis is a general symptom where death of a portion of tissue differentially affected by local injury (as loss of blood supply, corrosion, burning, or the local lesion of a disease).",1,s0769
symptom/general symptom/necrosis/severe necrosis,3,severe necrosis,[],,2,s0770
symptom/general symptom/sleep disturbance,2,sleep disturbance,[],,2,s0771
symptom/general symptom/sleep disturbance/disruptions of 24-hour sleep-wake cycle,3,disruptions of 24hour sleepwake cycle,[],,5,s0772
symptom/general symptom/sleep disturbance/sleep related movement disorder,3,sleep related movement disorder,[],,4,s0773
symptom/general symptom/sleep disturbance/hypersomnia,3,hypersomnia,[],Hypersomnia is a sleep disturbance characterized by sleeping for excessive periods at intervals with intervening periods of normal duration of sleeping and waking.,1,s0774
symptom/general symptom/sleep disturbance/hypersomnia/hypersomnia with sleep apnea,4,hypersomnia with sleep apnea,[],,4,s0775
symptom/general symptom/sleep disturbance/dysfunctions associated with sleep stages,3,dysfunctions associated with sleep stages,[],,5,s0776
symptom/general symptom/sleep disturbance/dysfunctions associated with arousal from sleep,3,dysfunctions associated with arousal from sleep,[],,6,s0777
symptom/general symptom/sleep disturbance/insomnia,3,insomnia,['agrypnia'],Insomnia is a sleep disturbance characterized by prolonged and usually abnormal inability to obtain adequate sleep.,1,s0778
symptom/general symptom/sleep disturbance/insomnia/insomnia with sleep apnea,4,insomnia with sleep apnea,[],,4,s0779
symptom/general symptom/sleep disturbance/night sweats,3,night sweats,['sleep hyperhidrosis'],,2,s0780
symptom/general symptom/weakness,2,weakness,[],,1,s0781
symptom/general symptom/weakness/progressive weakness,3,progressive weakness,[],,2,s0782
symptom/general symptom/weakness/profound weakness,3,profound weakness,[],,2,s0783
symptom/general symptom/listlessness,2,listlessness,['languid'],,1,s0784
symptom/general symptom/cramp,2,cramp,[],,1,s0785
symptom/general symptom/infant symptom,2,infant symptom,[],,2,s0786
symptom/general symptom/infant symptom/fussy infant,3,fussy infant,[],,2,s0787
symptom/general symptom/infant symptom/excessive crying of infant,3,excessive crying of infant,[],,4,s0788
symptom/general symptom/infant symptom/weak cry,3,weak cry,[],,2,s0789
symptom/general symptom/hallucination,2,hallucination,[],Hallucination is a general symptom where there is a perception of something (as a visual image or a sound) with no external cause usually arising from a disorder of the nervous system (as in delirium tremens or in functional psychosis without known neurological disease) or in response to drugs (as LSD).,1,s0790
symptom/general symptom/giddiness,2,giddiness,[],,1,s0791
symptom/neurological and physiological symptom,1,neurological and physiological symptom,[],,4,s0792
symptom/neurological and physiological symptom/fever,2,fever,['pyrexia'],"A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.",1,s0793
symptom/neurological and physiological symptom/fever/relapsing fever,3,relapsing fever,[],A fever that is characterized by  body temperature periodically rising and falling.|doid/symp duplicate,2,s0794
symptom/neurological and physiological symptom/fever/cyclic fever,3,cyclic fever,"['intermittent fever', 'recurrent fever']",A fever that is characterized by occurring during periodic episodes.,2,s0795
symptom/neurological and physiological symptom/fever/afebrile,3,afebrile,[],A fever that is characterized by the state of being free from fever.,1,s0796
symptom/neurological and physiological symptom/fever/sudden onset of fever,3,sudden onset of fever,[],,4,s0797
symptom/neurological and physiological symptom/fever/hyperpyrexia,3,hyperpyrexia,[],"A fever that is characterized by an extreme elevation of body temperature greater than, or equal to, 41.5 degrees Celsius (106.7 degrees Fahrenheit).",1,s0798
symptom/neurological and physiological symptom/fever/remittent fever,3,remittent fever,[],A fever that is characterized by a fever where the temperature remains above normal throughout the day and fluctuates more than 1 degree Celsius in 24 hours.,2,s0799
symptom/neurological and physiological symptom/fever/mild fever,3,mild fever,[],A fever that is characterized by being mild in form.,2,s0800
symptom/neurological and physiological symptom/fever/mild fever/low-grade fever,4,lowgrade fever,['low grade fever'],A mild fever that is characterized by a fever that does not exceed 38.5 degrees Celsius (101.3 degrees Fahrenheit).,2,s0801
symptom/neurological and physiological symptom/fever/high fever,3,high fever,[],A fever that is characterized by an elevated temperature.,2,s0802
symptom/neurological and physiological symptom/fever/high fever/very high fever,4,very high fever,[],A high fever that is characterized by extremely high temperatures.,3,s0803
symptom/neurological and physiological symptom/fever/high fever/hyperthermia,4,hyperthermia,[],A high fever that is characterized by an exceptionally high fever especially when induced artificially for therapeutic purposes.,1,s0804
symptom/neurological and physiological symptom/fever/Pel-Epstein fever,3,pelepstein fever,[],"A fever that is characterized by association with Hodgkin's lymphoma, where the fever alternates weekly from high to low.",2,s0805
symptom/neurological and physiological symptom/fever/prolonged fever,3,prolonged fever,[],A fever that is characterized by as  persisting over a prolonged period of time.,2,s0806
symptom/neurological and physiological symptom/fever/continuous fever,3,continuous fever,['continued fever'],A fever that is characterized by a temperature remaining above normal throughout the day and which does not fluctuate more than 1 degree Celsius in 24 hours.,2,s0807
symptom/neurological and physiological symptom/fever/transient fever,3,transient fever,[],A fever that is characterized by a rise of body temperature above the normal that is sustained for only a short period of time.,2,s0808
symptom/neurological and physiological symptom/fatigue,2,fatigue,[],"A neurological and physiological symptom that is characterized by a weariness or exhaustion from labor, exertion, or stress.",1,s0809
symptom/neurological and physiological symptom/fatigue/exhaustion,3,exhaustion,[],"A fatigue that is characterized by a feeling of weariness (bodily or mental) or feeling of weakness.  Exhaustion is a shorter-lived form of fatigue that can be experienced emotionally, mentally, and physically.",1,s0810
symptom/neurological and physiological symptom/fatigue/exhaustion/extreme exhaustion,4,extreme exhaustion,[],"An exhaustion that is characterized by exceeding the ordinary, usual, or expected.",2,s0811
symptom/neurological and physiological symptom/fatigue/weariness,3,weariness,[],"A fatigue that is characterized by a feeling of exhaustion in strength, endurance, and vigor.",1,s0812
symptom/neurological and physiological symptom/fatigue/tiredness,3,tiredness,[],"A fatigue that is characterized by a feeling of a lessened capacity for work and reduced efficiency of accomplishment, usually accompanied by a sense of weariness and fatigue.",1,s0813
symptom/neurological and physiological symptom/fatigue/lethargy,3,lethargy,[],A fatigue that is characterized by abnormal drowsiness.,1,s0814
symptom/neurological and physiological symptom/fatigue/extreme fatigue,3,extreme fatigue,[],"A fatigue that is characterized by exceeding the ordinary, usual, or expected.",2,s0815
symptom/neurological and physiological symptom/malaise,2,malaise,[],"A neurological and physiological symptom that is characterized by an indefinite feeling of debility or lack of health, often indicative of or accompanying the onset of an illness.",1,s0816
symptom/neurological and physiological symptom/memory loss,2,memory loss,[],"A neurological and physiological symptom that is characterized by an unusual forgetfulness. One may not be able to remember new events, recall one or more memories of the past, or both.  Memory loss may be for a short time and then resolve (transient), or it may not go away and get worse over time.",2,s0817
symptom/neurological and physiological symptom/alteration of consciousness,2,alteration of consciousness,[],A neurological and physiological symptom that is characterized by any condition which is significantly different from a normal waking state.,3,s0818
symptom/neurological and physiological symptom/alteration of consciousness/concentration difficulty,3,concentration difficulty,[],"An alteration of consciousness that is characterized by a decreased ability to focus one's thoughts on something. Concentration difficulties can be related to difficulty staying awake, impulsiveness, intrusive thoughts or concerns, overactivity, or inattention. They can be caused by medical, cognitive or psychological problems, or, may be related to sleep disorders, medications, alcohol, or drugs.",2,s0819
symptom/neurological and physiological symptom/alteration of consciousness/inability to think clearly,3,inability to think clearly,"['clouded sensorium', 'decreased sensorium']",,4,s0820
symptom/neurological and physiological symptom/alteration of consciousness/inability to concentrate,3,inability to concentrate,[],,3,s0821
symptom/neurological and physiological symptom/alteration of consciousness/transient alteration of awareness,3,transient alteration of awareness,[],An alteration of consciousness that is characterized by a brief (transient) episode of losing normal awareness or behavior.,4,s0822
symptom/neurological and physiological symptom/alteration of consciousness/persistent vegetative state,3,persistent vegetative state,[],"An alteration of consciousness that is characterized by an individual with severe brain damage being in a state of partial arousal rather than true awareness. After four weeks in a vegetative state, the patient is classified as being in a persistent vegetative state. After three months in the US and six months in the UK, the diagnosis is classified as a permanent vegetative state after a non-traumatic brain injury, or, one year after a traumatic injury.",3,s0823
symptom/neurological and physiological symptom/alteration of consciousness/stupor,3,stupor,[],"An alteration of consciousness that is characterized by a lack of critical mental function and a level of consciousness, in which an affected person is almost entirely unresponsive and responds only to intense stimuli such as pain.",1,s0824
symptom/neurological and physiological symptom/alteration of consciousness/conscious disturbance,3,conscious disturbance,[],"An alteration of consciousness that is characterized by a disturbance in sentience (the ability to experience feelings and sensations) or awareness of one's internal and external existence, i.e. inhibited or absent self-awareness.",2,s0825
symptom/neurological and physiological symptom/alteration of consciousness/syncope,3,syncope,"['loss of consciousness due to insuffiecient blood flow to the brain', 'faint', 'fainting']",An alteration of consciousness that is characterized by a loss of consciousness resulting from insufficient blood flow to the brain.,1,s0826
symptom/neurological and physiological symptom/alteration of consciousness/syncope and collapse,3,syncope and collapse,[],An alteration of consciousness that is characterized by a loss of consciousness resulting from insufficient blood flow to the brain and limb weakness progressing to collapse.,3,s0827
symptom/neurological and physiological symptom/alteration of consciousness/coma,3,coma,[],"An alteration of consciousness that is characterized by a deep state of prolonged unconsciousness in which a person cannot be awakened, fails to respond normally to painful stimuli, light, or sound, lacks a normal wake-sleep cycle and does not initiate voluntary actions.",1,s0828
symptom/neurological and physiological symptom/proprioception symptom,2,proprioception symptom,[],"A neurological and physiological symptom that is characterized by one's body’s ability to sense movement, action, and location and results from sensory receptors in one's nervous system and body (muscles, joints, and tendons).",2,s0829
symptom/neurological and physiological symptom/proprioception symptom/decreased conscious proprioception,3,decreased conscious proprioception,[],A proprioception symptom that is characterized by a decreased ability of an organism to consciously process the reception of stimuli produced within the organism.,3,s0830
symptom/neurological and physiological symptom/memory impairment,2,memory impairment,[],"A neurological and physiological symptom that is characterized by a diminished or reduced ability to remember things such as dates and names, and increased forgetfulness.",2,s0831
symptom/neurological and physiological symptom/loss of consciousness,2,loss of consciousness,[],"A neurological and physiological symptom that is characterized by a state in which an individual lacks normal awareness of self and the surrounding environment and one's ability to remain awake, aware, and oriented is impaired.",3,s0832
symptom/neurological and physiological symptom/hypothermia,2,hypothermia,[],"A neurological and physiological symptom that is characterized by a subnormal temperature of the body, as defined by a temperature under 36.6 degrees Celcius (97.8 degrees Fahrenheit).",1,s0833
symptom/neurological and physiological symptom/delirium,2,delirium,[],"A neurological and physiological symptom that is characterized by a mental disturbance characterized by confusion, disordered speech, and hallucinations.",1,s0834
symptom/neurological and physiological symptom/depression,2,depression,[],"A neurological and physiological symptom that is characterized by a chronic feeling of emptiness, sadness, or inability to feel pleasure that may appear to happen for no clear reason.  Additionally one may experience feelings of hopelessness, pessimism, irritability, frustration, or restlessness, guilt, worthlessness and thoughts of death or suicide.",1,s0835
symptom/neurological and physiological symptom/drowsiness,2,drowsiness,"['drowsy', 'somnolence']",A neurological and physiological symptom that is characterized by a feeling of being more sleepy than normal during the day. People who are drowsy may fall asleep in when they do not want to or at times which can lead to safety concerns.,1,s0836
symptom/neurological and physiological symptom/ataxia,2,ataxia,['uncoordination'],A neurological and physiological symptom that is characterized by an inability to coordinate voluntary muscular movements that is symptomatic of some nervous disorders.,1,s0837
symptom/neurological and physiological symptom/ataxia/sudden ataxis,3,sudden ataxis,[],,2,s0838
symptom/neurological and physiological symptom/balance symptom,2,balance symptom,[],"A neurological and physiological symptom that is characterized by any of the following: dizziness or vertigo (a spinning sensation); falling or feeling as if you are going to fall; staggering when walking; lightheadedness, faintness, or a floating sensation; and confusion or disorientation.",2,s0839
symptom/neurological and physiological symptom/balance symptom/dizziness,3,dizziness,['dizzy'],A  balance symptom that is characterized by a sensation of unsteadiness accompanied by a feeling of movement within the head.,1,s0840
symptom/neurological and physiological symptom/balance symptom/dizziness/vertigo,4,vertigo,[],"A dizziness that is characterized by a specific type of dizziness, a major symptom of a balance disorder. It is the sensation of spinning or swaying while the body is stationary with respect to the surroundings.",1,s0841
symptom/neurological and physiological symptom/balance symptom/dizziness/vertigo/subjective vertigo,5,subjective vertigo,[],A vertigo that is characterized by a sensation that one's body is revolving in space.,2,s0842
symptom/neurological and physiological symptom/balance symptom/dizziness/vertigo/objective vertigo,5,objective vertigo,[],A vertigo that is characterized by a sensation that the external world is revolving.,2,s0843
symptom/neurological and physiological symptom/balance symptom/loss of balance,3,loss of balance,[],"A  balance symptom that is characterized by an inability to stay upright and move confidently.  Loss of balance may be due to problems in the inner ear, the brain, or the heart. Aging, infections, head injury, certain medicines, and problems with blood circulation may also cause balance problems.",3,s0844
symptom/neurological and physiological symptom/balance symptom/lightheadedness,3,lightheadedness,['lightheadedness'],"A  balance symptom that is characterized by a condition of being dizzy or on the verge of fainting, particularly when one arises to a standing position. Lightheadedness is a predictable consequence of any medication tending to lower blood pressure.",1,s0845
symptom/neurological and physiological symptom/balance symptom/confusion,3,confusion,[],"A balance symptom that is characterized by a disturbance of consciousness characterized by inability to engage in orderly thought or by lack of power to distinguish, choose, or act decisively.",1,s0846
symptom/neurological and physiological symptom/balance symptom/confusion/disorientation,4,disorientation,[],"A confusion that is characterized by an usually transient state of confusion especially as to time, place, or identity; often as a result of disease or drugs.",1,s0847
symptom/neurological and physiological symptom/agitation,2,agitation,[],A neurological and physiological symptom that is characterized by a feeling of irritability or severe restlessness.,1,s0848
symptom/neurological and physiological symptom/catatonia,2,catatonia,[],"A neurological and physiological symptom that is characterized by a marked psychomotor disturbance that may involve stupor or mutism, negativism, rigidity, purposeless excitement, echolalia, echopraxia, and inappropriate or bizarre posturing and is associated with various medical conditions (as schizophrenia and mood disorders).",1,s0849
symptom/neurological and physiological symptom/dysarthria,2,dysarthria,[],A neurological and physiological symptom that is characterized by a difficulty in articulating words due to disease of the central nervous system.,1,s0850
symptom/neurological and physiological symptom/anxiety,2,anxiety,[],A neurological and physiological symptom that is characterized by a painful or apprehensive uneasiness of mind usually over an impending or anticipated ill.,1,s0851
symptom/neurological and physiological symptom/anxiety/intense anxiety,3,intense anxiety,[],,2,s0852
symptom/neurological and physiological symptom/generalized hyperhidrosis,2,generalized hyperhidrosis,['secondary hyperhidrosis'],"A neurological and physiological symptom that is characterized by excessive sweating, i.e. the production of more sweat than is required to regulate body temperature.  Generalized hyperhidrosis is caused by non-thermoregulatory stimuli and affects the entire body.",2,s0853
"symptom/nutrition, metabolism, and development symptom",1,nutrition metabolism and development symptom,[],,5,s0854
"symptom/nutrition, metabolism, and development symptom/adult failure to thrive",2,adult failure to thrive,[],"A nutrition, metabolism, and development symptom that is characterized by a physical decline in health seen in older adults – typically those with multiple chronic medical conditions – resulting in decreased appetite and poor nutrition, weight loss, inactivity, often accompanied by dehydration, depression, decreasing functional ability, and impaired immune function.",4,s0855
"symptom/nutrition, metabolism, and development symptom/weight symptom",2,weight symptom,[],,2,s0856
"symptom/nutrition, metabolism, and development symptom/weight symptom/overweight",3,overweight,['obesity'],"A weight symptom that is characterized by being too heavy for one’s height. Excess body weight can come from fat, muscle, bone, and/or water retention. Being overweight does not always mean being obese.",1,s0857
"symptom/nutrition, metabolism, and development symptom/weight symptom/low birth weight",3,low birth weight,[],"A weight symptom that is characterized by an infant weighing 5.5 pounds (2500 grams) or less at birth.  Low birth weight may occur with premature birth, or due to smoking cigarettes, secondhand tobacco smoke exposure, drinking alcohol, and taking certain drugs during pregnancy.",3,s0858
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight loss",3,weight loss,['loss of weight'],"A weight symptom that is characterized by a reduction of the total body mass, by a mean loss of fluid, body fat (adipose tissue), or lean mass (namely bone mineral deposits, muscle, tendon, and other connective tissue). Weight loss can either occur unintentionally because of malnourishment or an underlying disease.",2,s0859
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight loss/abnormal weight loss",4,abnormal weight loss,[],"A weight loss that is characterized as deviating from what is normal or usual, typically in a way that is undesirable or worrying.",3,s0860
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight loss/chronic weight loss",4,chronic weight loss,[],"A weight loss that is characterized by conditions that last 1 year or more and require ongoing medical attention, or limit activities of daily living, or both.",3,s0861
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight loss/acute weight loss",4,acute weight loss,[],A weight loss that is characterized by a severe and sudden onset.,3,s0862
"symptom/nutrition, metabolism, and development symptom/weight symptom/underweight",3,underweight,[],"A weight symptom that is characterized by weighing less than the normal amount for one's age, height, and build.",1,s0863
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight gain",3,weight gain,['gain of weight'],"A weight symptom that is characterized by an increase in body weight. This can involve an increase in muscle mass, fat deposits, excess fluids such as water or other factors.",2,s0864
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight gain/acute weight gain",4,acute weight gain,[],A weight gain that is characterized by a severe and sudden onset.,3,s0865
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight gain/chronic weight gain",4,chronic weight gain,[],"A weight gain that is characterized by conditions that last 1 year or more and require ongoing medical attention, or limit activities of daily living, or both.",3,s0866
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight gain/abnormal weight gain",4,abnormal weight gain,[],"A weight gain that is characterized as deviating from what is normal or usual, typically in a way that is undesirable or worrying.",3,s0867
"symptom/nutrition, metabolism, and development symptom/polyphagia",2,polyphagia,[],"A nutrition, metabolism, and development symptom that is characterized by an excessive appetite or eating.",1,s0868
"symptom/nutrition, metabolism, and development symptom/anorexia",2,anorexia,[],"A nutrition, metabolism, and development symptom that is characterized by a loss of appetite especially when prolonged.",1,s0869
"symptom/nutrition, metabolism, and development symptom/feeding difficulties and mismanagement",2,feeding difficulties and mismanagement,[],,4,s0870
"symptom/nutrition, metabolism, and development symptom/feeding difficulties and mismanagement/inability to feed",3,inability to feed,[],A feeding difficulties and mismanagement that is characterized by a lack of feeding capacity.,3,s0871
"symptom/nutrition, metabolism, and development symptom/feeding difficulties and mismanagement/feeding problem",3,feeding problem,[],"A feeding difficulties and mismanagement that is characterized by delays and/or disorders in the development of eating and drinking skills including disordered placement of food in the mouth, difficulty in appropriately manipulating food when it is in the mouth, difficulty chewing, and/or difficulty swallowing.",2,s0872
"symptom/nutrition, metabolism, and development symptom/feeding difficulties and mismanagement/decreased sucking",3,decreased sucking,[],A feeding difficulties and mismanagement that is characterized by a decrease in muscle coordination to form a suck response so that the child can ingest milk.,2,s0873
"symptom/nutrition, metabolism, and development symptom/feeding difficulties and mismanagement/poor feeding",3,poor feeding,[],A feeding difficulties and mismanagement that is characterized by an infant with little interest in feeding and it can also refer to an infant who is not feeding enough to receive the necessary nutrition required for adequate growth.,2,s0874
"symptom/nutrition, metabolism, and development symptom/alteration of appetite",2,alteration of appetite,[],,3,s0875
"symptom/nutrition, metabolism, and development symptom/alteration of appetite/increased appetite",3,increased appetite,[],"An alteration of appetite that is characterized by an desire to eat, an excess desire for food.",2,s0876
"symptom/nutrition, metabolism, and development symptom/alteration of appetite/decreased appetite",3,decreased appetite,['poor appetite'],An alteration of appetite that is characterized by a reduced desire to eat.,2,s0877
"symptom/nutrition, metabolism, and development symptom/alteration of appetite/loss of appetite",3,loss of appetite,"['inappetence', 'lack of appetite']","An alteration of appetite that is characterized by a loss of desire to eat, i.e. no desire to eat.",3,s0878
"symptom/nutrition, metabolism, and development symptom/decreased metabolism",2,decreased metabolism,[],"A nutrition, metabolism, and development symptom that is characterized by a reduction in the chemical reactions catalyzed by enzymes, which keep us alive. Metabolism allows organisms to grow, reproduce, maintain their structures, and respond to their environments and can be divided into catabolism (breaking down of organic matter) and anabolism (building of molecules).",2,s0879
"symptom/nutrition, metabolism, and development symptom/lack of expected normal physiological development in childhood",2,lack of expected normal physiological development in childhood,[],,8,s0880
"symptom/nutrition, metabolism, and development symptom/lack of expected normal physiological development in childhood/delayed milestones",3,delayed milestones,['developmental delay'],A lack of expected normal physiological development in childhood that is characterized by a failure for a child to reach a significant stage at the predicted age and may include walking or talking.,2,s0881
"symptom/nutrition, metabolism, and development symptom/lack of expected normal physiological development in childhood/lack of normal physiological development",3,lack of normal physiological development,[],,5,s0882
"symptom/nutrition, metabolism, and development symptom/lack of expected normal physiological development in childhood/failure to thrive",3,failure to thrive,[],"A lack of expected normal physiological development in childhood that is characterized by a decelerated or arrested physical growth (height and weight measurements fall below the third or fifth percentile, or a downward change in growth across two major growth percentiles) and is associated with abnormal growth and development.",3,s0883
"symptom/nutrition, metabolism, and development symptom/lack of expected normal physiological development in childhood/short stature",3,short stature,[],"A lack of expected normal physiological development in childhood that is characterized by an individual's height being in the 3rd percentile for the mean height of a given age, sex, and population group.",2,s0884
"symptom/nutrition, metabolism, and development symptom/dehydration",2,dehydration,[],"A nutrition, metabolism, and development symptom that is characterized by an abnormal depletion of body fluids.",1,s0885
"symptom/nutrition, metabolism, and development symptom/polydipsia",2,polydipsia,[],"A nutrition, metabolism, and development symptom that is characterized by an excessive or abnormal thirst.",1,s0886
"symptom/nutrition, metabolism, and development symptom/delayed psychomotor development",2,delayed psychomotor development,[],"A nutrition, metabolism, and development symptom that is characterized by the delay in development child's cognitive, emotional, motor, and social capacities from the beginning of life throughout fetal and neonatal periods, infancy, childhood, and adolescence.",3,s0887
"symptom/nutrition, metabolism, and development symptom/wasting",2,wasting,[],"A nutrition, metabolism, and development symptom that is characterized by the unintended loss of weight and lean body tissue characteristic of many diseases (as cancer, tuberculosis, and AIDS).",1,s0888
"symptom/nutrition, metabolism, and development symptom/wasting/emaciation",3,emaciation,[],A wasting that is characterized by the state of being extremely thin as a result of an absence of body fat and very week as a result of muscle wasting; usually because of illness or extreme hunger.,1,s0889
"symptom/nutrition, metabolism, and development symptom/wasting/emaciation/progressive emaciation",4,progressive emaciation,[],An emaciation that is characterized by an increase in scope or severity with time.,2,s0890
"symptom/nutrition, metabolism, and development symptom/decreased milk production",2,decreased milk production,[],"A nutrition, metabolism, and development symptom that is characterized by a decrease in the production of milk in breastfeeding mothers.",3,s0891
"symptom/nutrition, metabolism, and development symptom/early satiety",2,early satiety,[],"A nutrition, metabolism, and development symptom that is characterized by a feeling of being full after a few bites of food, or before you finish a normal-sized meal.",2,s0892
"symptom/nutrition, metabolism, and development symptom/cachexia",2,cachexia,['general physical wasting and malnutrition'],"A nutrition, metabolism, and development symptom that is characterized by a general physical wasting and malnutrition usually associated with chronic disease.",1,s0893
